Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR13370525,2021-01-06 15:34:29,2021-01-06 14:28:45,77655,46593000,77655,600,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370525/SRR13370525.lite.1,SRX9794508,55,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980125,SAMN17205044,simple,1759406,microbial fuel cell metagenome,G1-H1-RNA,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,5B657B837BB697B1C1EC54BAD644A5B4,43F5EF62B6C5BCB174BF7AF72FD9F1B4
SRR13370524,2021-01-06 15:34:29,2021-01-06 14:28:43,66959,40175400,66959,600,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370524/SRR13370524.lite.1,SRX9794514,56,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980130,SAMN17205045,simple,1759406,microbial fuel cell metagenome,G1-H2-RNA,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,B5DDC135763106730591F9F35268BF02,85CF32A6E53DB05507C8E14A3BBE1172
SRR13370523,2021-01-06 15:34:29,2021-01-06 14:28:48,49648,29788800,49648,600,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370523/SRR13370523.lite.1,SRX9794515,57,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980133,SAMN17205046,simple,1759406,microbial fuel cell metagenome,G1-H3-RNA,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,45B4FFCBB8DEEB202E1190FAD9489D15,88577C3F80E35A1B6D0595C08F142055
SRR13370518,2021-01-06 15:34:29,2021-01-06 14:28:48,69104,41462400,69104,600,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370518/SRR13370518.lite.1,SRX9794520,61,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980137,SAMN17205050,simple,1759406,microbial fuel cell metagenome,G2-C1-RNA,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,71863ABA8A32A495B672ACD4F5985890,08D7A7030BC72C9E94F263B3B3D5D18F
SRR13370517,2021-01-06 15:34:29,2021-01-06 14:28:57,60386,36231600,60386,600,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370517/SRR13370517.lite.1,SRX9794521,62,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980138,SAMN17205051,simple,1759406,microbial fuel cell metagenome,G2-C2-RNA,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,F803CEDE2CF45FD2BACFE6AD297C7D82,369749C9147AFDED454AAA86FEA596C4
SRR13370516,2021-01-06 15:34:29,2021-01-06 14:28:48,61459,36875400,61459,600,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370516/SRR13370516.lite.1,SRX9794522,63,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980139,SAMN17205052,simple,1759406,microbial fuel cell metagenome,G2-C3-RNA,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,703C3587EC88D5B3F9107511E6071452,FF7B0D827705B95DAB69BD556A2EA284
SRR13370515,2021-01-06 15:34:29,2021-01-06 14:28:46,53176,31905600,53176,600,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370515/SRR13370515.lite.1,SRX9794523,64,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980141,SAMN17205053,simple,1759406,microbial fuel cell metagenome,G2-E1-RNA,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,F0628B17DEEB95E28231DED85CAAE562,0F4201DBCED628C9DBD7C278DC5E3040
SRR13370514,2021-01-06 15:34:29,2021-01-06 14:28:46,59071,35442600,59071,600,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370514/SRR13370514.lite.1,SRX9794524,65,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980140,SAMN17205054,simple,1759406,microbial fuel cell metagenome,G2-E2-RNA,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,B8C3EC4B56E6594F5C1A8027400BF236,DA6E96388FE8CCE7A6933CA9E75F81A8
SRR13370513,2021-01-06 15:34:29,2021-01-06 14:28:40,66997,40198200,66997,600,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370513/SRR13370513.lite.1,SRX9794525,66,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980142,SAMN17205055,simple,1759406,microbial fuel cell metagenome,G2-E3-RNA,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,037E56128B51417773A40C43B42ECDBB,2A8C68C594E0BEA9CEC8DD600D32F94D
SRR13370559,2021-01-06 15:34:29,2021-01-06 14:28:50,89749,53849400,89749,600,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370559/SRR13370559.lite.1,SRX9794478,28,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980095,SAMN17205017,simple,1759406,microbial fuel cell metagenome,G2-EtOH1-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,B21DD94CA2C93104C28CE92C2F8E3529,3AC648F86DAC9C3E4D7A0629E2689645
SRR13370509,2021-01-06 15:34:30,2021-01-06 14:28:49,85114,51068400,85114,600,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370509/SRR13370509.lite.1,SRX9794529,70,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980146,SAMN17205059,simple,1759406,microbial fuel cell metagenome,G2-EtOH1-RNA,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,2C35C52812C647EEA8E717DE5E5A62F1,B8E08BEB0C8A691DC0A6F2376837F1FF
SRR13370558,2021-01-06 15:34:29,2021-01-06 14:28:52,135073,81043800,135073,600,44,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR013/13370/SRR13370558/SRR13370558.lite.1,SRX9794479,29,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980096,SAMN17205018,simple,1759406,microbial fuel cell metagenome,G2-EtOH2-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,70DD36DB935240174241EB57ED7D2045,FB504A56A6B7A1DC09590C2997901135
SRR13370507,2021-01-06 15:34:30,2021-01-06 14:28:49,96492,57895200,96492,600,32,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370507/SRR13370507.lite.1,SRX9794531,71,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980148,SAMN17205060,simple,1759406,microbial fuel cell metagenome,G2-EtOH2-RNA,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,B0C9EE2CCB4826F136DF12B4165F60DA,074C499CA0C6F7F4F12004196170430D
SRR13370557,2021-01-06 15:34:29,2021-01-06 14:28:50,109511,65706600,109511,600,36,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370557/SRR13370557.lite.1,SRX9794480,30,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980097,SAMN17205019,simple,1759406,microbial fuel cell metagenome,G2-EtOH3-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,EE6184BC3173262CE23C7C17993F9B36,6BA3F09B0271F628EB9D87B80EB86605
SRR13370506,2021-01-06 15:34:30,2021-01-06 14:28:46,103470,62082000,103470,600,34,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370506/SRR13370506.lite.1,SRX9794532,72,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980149,SAMN17205061,simple,1759406,microbial fuel cell metagenome,G2-EtOH3-RNA,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,06DE3DDFDBB2614E02F21630881D0637,0937793B7824119A06422779E94249D6
SRR13370562,2021-01-06 15:34:28,2021-01-06 14:28:53,61066,36639600,61066,600,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370562/SRR13370562.lite.1,SRX9794475,25,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980092,SAMN17205014,simple,1759406,microbial fuel cell metagenome,G2-H1-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,2D8B7345B731652E6DD96EC5E2FD2367,327DAD7C2EA0499B0FF3079FFFDC3027
SRR13370512,2021-01-06 15:34:29,2021-01-06 14:28:44,77561,46536600,77561,600,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370512/SRR13370512.lite.1,SRX9794526,67,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980143,SAMN17205056,simple,1759406,microbial fuel cell metagenome,G2-H1-RNA,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,8B513C745CA85C831D3C2E9A0D891358,C29E458DD98586241323CF4BA29CA161
SRR13370561,2021-01-06 15:34:28,2021-01-06 14:28:52,87177,52306200,87177,600,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR013/13370/SRR13370561/SRR13370561.lite.1,SRX9794476,26,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980094,SAMN17205015,simple,1759406,microbial fuel cell metagenome,G2-H2-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,35D13834767445B05F581C810D663A2F,1158786BAB23460880ABD47F1B01A29D
SRR13370511,2021-01-06 15:34:29,2021-01-06 14:28:49,71871,43122600,71871,600,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370511/SRR13370511.lite.1,SRX9794527,68,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980144,SAMN17205057,simple,1759406,microbial fuel cell metagenome,G2-H2-RNA,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,1F33F7F10AD81662B257D1A67BFAE60F,5673A42A459208EB6E8BDE2E7CD99EAA
SRR13370560,2021-01-06 15:34:28,2021-01-06 14:28:42,78527,47116200,78527,600,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370560/SRR13370560.lite.1,SRX9794477,27,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980093,SAMN17205016,simple,1759406,microbial fuel cell metagenome,G2-H3-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,8C63F10A2DD1AC076BBC4E8DCF9E721F,9DE76A9AA0FFBCD0CD5661F881A98660
SRR13370510,2021-01-06 15:34:30,2021-01-06 14:28:48,75017,45010200,75017,600,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370510/SRR13370510.lite.1,SRX9794528,69,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980145,SAMN17205058,simple,1759406,microbial fuel cell metagenome,G2-H3-RNA,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,BA9710C0935C27A7F3DCD1E37FA52467,7F152602D0F19CA524F5399CCD97F353
SRR13370555,2021-01-06 15:34:29,2021-01-06 14:28:50,93133,55879800,93133,600,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370555/SRR13370555.lite.1,SRX9794482,31,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980099,SAMN17205020,simple,1759406,microbial fuel cell metagenome,G3-C1-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,D7B2D69BE7A3DD19D549F93D10D98D83,213EF169B4785991ADE6AF42A450433E
SRR13370505,2021-01-06 15:34:30,2021-01-06 14:28:43,52165,31299000,52165,600,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370505/SRR13370505.lite.1,SRX9794533,73,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980150,SAMN17205062,simple,1759406,microbial fuel cell metagenome,G3-C1-RNA,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,E4EC728C398AAED522F24C942B153CF3,6118670079FD7A910B83703D9CB61944
SRR13370554,2021-01-06 15:34:29,2021-01-06 14:28:50,61276,36765600,61276,600,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370554/SRR13370554.lite.1,SRX9794483,32,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980101,SAMN17205021,simple,1759406,microbial fuel cell metagenome,G3-C2-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,32588DAA388F196B1747CB081E20F4F7,76B331AAEB268AB29152F0C5CE724342
SRR13370504,2021-01-06 15:34:30,2021-01-06 14:28:44,59988,35992800,59988,600,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370504/SRR13370504.lite.1,SRX9794534,74,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980151,SAMN17205063,simple,1759406,microbial fuel cell metagenome,G3-C2-RNA,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,018640427B12E8BEDF3D2501E8C8C324,26D400B4B26E93ED7261F9A458B3F104
SRR13370553,2021-01-06 15:34:29,2021-01-06 14:28:52,94192,56515200,94192,600,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR013/13370/SRR13370553/SRR13370553.lite.1,SRX9794484,33,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980100,SAMN17205022,simple,1759406,microbial fuel cell metagenome,G3-C3-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,A7AC0015C8BB8C5971E10EA906DEB503,BC56970BB0B1F1D3529805137F4C7300
SRR13370552,2021-01-06 15:34:29,2021-01-06 14:28:50,74890,44934000,74890,600,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370552/SRR13370552.lite.1,SRX9794485,34,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980103,SAMN17205023,simple,1759406,microbial fuel cell metagenome,G3-E1-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,C763197C021A9420F8071EC908B51640,9178662136011C16F6E33884F4E25215
SRR13370551,2021-01-06 15:34:29,2021-01-06 14:28:52,98969,59381400,98969,600,32,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR013/13370/SRR13370551/SRR13370551.lite.1,SRX9794486,35,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980102,SAMN17205024,simple,1759406,microbial fuel cell metagenome,G3-E2-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,0B94928930822422D0C1278005DD71AF,BAFB1D9427F7BC3A11C19E185B348FD0
SRR13370550,2021-01-06 15:34:29,2021-01-06 14:28:53,78971,47382600,78971,600,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370550/SRR13370550.lite.1,SRX9794487,36,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980104,SAMN17205025,simple,1759406,microbial fuel cell metagenome,G3-E3-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,DAE73F1776ABF2A00DE5EB4E8DFAD89B,B3D082493D535D84143EAEE30B0093BB
SRR13370546,2021-01-06 15:34:29,2021-01-06 14:28:48,92876,55725600,92876,600,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370546/SRR13370546.lite.1,SRX9794491,40,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980108,SAMN17205029,simple,1759406,microbial fuel cell metagenome,G3-EtOH1-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,81DB8FCBECF7B07AD87AB1F11D954C05,8906DEA4B07D74FA3D669CCF5DF311BB
SRR13370544,2021-01-06 15:34:29,2021-01-06 14:28:47,87972,52783200,87972,600,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370544/SRR13370544.lite.1,SRX9794493,41,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980110,SAMN17205030,simple,1759406,microbial fuel cell metagenome,G3-EtOH2-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,36637B194CD7DD71C4136C4E9C776C1B,DB2D466BC0828EF79F5FA21FBF85E51D
SRR13370543,2021-01-06 15:34:29,2021-01-06 14:28:49,102227,61336200,102227,600,33,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370543/SRR13370543.lite.1,SRX9794494,42,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980111,SAMN17205031,simple,1759406,microbial fuel cell metagenome,G3-EtOH3-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,0AE6B3D83DE7DC06FC17128D4BCE8F95,1C8509EEA247B30BD38EB92408DFD86B
SRR13370549,2021-01-06 15:34:29,2021-01-06 14:28:55,96385,57831000,96385,600,31,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370549/SRR13370549.lite.1,SRX9794488,37,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980105,SAMN17205026,simple,1759406,microbial fuel cell metagenome,G3-H1-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,955E9D34CF014844FBC79743CB4889E5,E7C15FF30FCCD3C6F9862C88EB37D43E
SRR13370548,2021-01-06 15:34:29,2021-01-06 14:28:46,78319,46991400,78319,600,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370548/SRR13370548.lite.1,SRX9794489,38,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980106,SAMN17205027,simple,1759406,microbial fuel cell metagenome,G3-H2-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,15C887186B71BE55D83BEE55666241B9,F592AD8488C62F5E2A914825DFEB5794
SRR13370547,2021-01-06 15:34:29,2021-01-06 14:28:51,84986,50991600,84986,600,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370547/SRR13370547.lite.1,SRX9794490,39,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980107,SAMN17205028,simple,1759406,microbial fuel cell metagenome,G3-H3-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,AF2FB467584DBC219FD03AD3F5A55D86,E8C20DF4645EC6EC017C47A1A165ED84
SRR13370567,2021-01-06 15:34:28,2021-01-06 14:28:50,89579,53747400,89579,600,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370567/SRR13370567.lite.1,SRX9794470,3,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980087,SAMN17204992,simple,1759406,microbial fuel cell metagenome,G0-C3-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,037D2BAFD20BEA643180BD1A9E415D8B,3AD66DD0984A496CF17A8E0EA8676706
SRR13370592,2021-01-06 15:34:28,2021-01-06 14:28:44,109101,65460600,109101,600,36,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370592/SRR13370592.lite.1,SRX9794445,12,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980062,SAMN17205001,simple,1759406,microbial fuel cell metagenome,G1-E3-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,70793257D46505B537CC6126291208F8,D532537791E1CCF68BE1E26B5ACC1F80
SRR13370572,2021-01-06 15:34:28,2021-01-06 14:28:46,97871,58722600,97871,600,32,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370572/SRR13370572.lite.1,SRX9794465,16,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980082,SAMN17205005,simple,1759406,microbial fuel cell metagenome,G1-EtOH1-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,1C644DE293C416C54699DAB85293F943,92665C8C025D82ED2D14F7769490BC47
SRR13370571,2021-01-06 15:34:28,2021-01-06 14:28:49,95125,57075000,95125,600,31,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370571/SRR13370571.lite.1,SRX9794466,17,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980083,SAMN17205006,simple,1759406,microbial fuel cell metagenome,G1-EtOH2-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,6ED1E18DA9B13BB7F6DC3B32AE3FA5D1,2F2B0CFFB9DDBCD962F030D27879241C
SRR13370570,2021-01-06 15:34:28,2021-01-06 14:28:51,128046,76827600,128046,600,42,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR013/13370/SRR13370570/SRR13370570.lite.1,SRX9794467,18,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980084,SAMN17205007,simple,1759406,microbial fuel cell metagenome,G1-EtOH3-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,4EF311770D8F4CF0200CF728E21969CA,BE5BC831A9F571876CBC02080D52047A
SRR13370581,2021-01-06 15:34:28,2021-01-06 14:28:55,83910,50346000,83910,600,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370581/SRR13370581.lite.1,SRX9794456,13,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980074,SAMN17205002,simple,1759406,microbial fuel cell metagenome,G1-H1-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,C7C4010DF6C5297F32F60D37A1703588,DA3CE1F0FBBCEB5F9620E5D0C15A35C7
SRR13370574,2021-01-06 15:34:28,2021-01-06 14:28:50,92012,55207200,92012,600,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13370/SRR13370574/SRR13370574.lite.1,SRX9794463,14,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP300647,PRJNA689312,,689312,SRS7980080,SAMN17205003,simple,1759406,microbial fuel cell metagenome,G1-H2-DNA1,,,,,,,no,,,,,TEMPLE UNIVERSITY,SRA1180953,,public,6F7F44EA0C1ED32A333D1DFFD5A6D9F3,825406082FC3A26ACA21E489729B1806
